"X";"Y";"gid";"CdStationHydro";"CdStationHydroAncienRef";"LbStationHydro";"TypStationHydro";"CdCommune";"CdZoneHydro";"CdEntiteHydrographique";"CdTronconHydrographique";"DtMiseServiceStationHydro";"DtFermetureStationHydro";"CdIntervenant";"NomIntervenant";"LbAffichageStationHydro";"DtMAJStationHydro";"DroitPublicationStationHydro";"InfluLocaleStationHydro";"EssaiStationHydro";"CoordXStationHydro";"CoordYStationHydro";"ProjCoordStationHydro";"LbTerritoire"
"-1.27347111226756";"48.1366022499391";1590;"J705301001";"J7053010";"La Cantache à Champeaux - Rabaud";"LIMNI";35052;"J705";"J70-0300";"J7050300";"1968-03-04 14:50:00+00";"1994-05-09 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;1;"f";382263;6790404;26;"Métropole"
"-1.2929510521331";"48.1276486034417";1591;"J705302001";;"La Cantache à Pocé-les-Bois [cote barrage Villaumur]";"LIMNI";35229;"J705";"J70-0300";"J7050300";"1995-05-24 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:30+00";10;;"f";380762;6789489;26;"Métropole"
"-1.22231583849024";"48.1521249517064";1592;"J705401001";;"La Pérouse à Montreuil-sous-Pérouse - Pont D 179";"LIMNI";35194;"J705";"J7054000";"J7054000";"2000-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail";"2016-07-12 06:25:34+00";10;;"f";386155;6791922;26;"Métropole"
"-1.46581222068386";"48.116996213542";1593;"J706061001";"J7060610";"La Vilaine à Servon-sur-Vilaine - La Croix Texier";"LIMNI";35327;"J706";"J---006A";"J7060060";"1969-01-01 00:00:00+00";"1991-01-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;1;"f";367854;6789020;26;"Métropole"
"-1.40379822370263";"48.1080382314887";1594;"J706062001";"J7060620";"La Vilaine à Châteaubourg";"LIMNI";35068;"J706";"J---006A";"J7060060";"1986-11-12 17:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;3;"f";372406;6787767;26;"Métropole"
"-1.49853897171126";"48.1831219729314";1595;"J708311001";"J7083110";"La Veuvre [Le Chevré] à la Bouëxière - Le Drugeon";"LIMNI";35031;"J708";"J70-0310";"J7080310";"1961-08-10 12:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;1;"f";365841;6796495;26;"Métropole"
"-1.60923011049659";"48.1144998813098";1596;"J709063001";"J7090610";"La Vilaine à Cesson-Sévigné - Cesson [Ancienne]";"LIMNI";35051;"J709";"J---006A";"J7090060";"1969-12-01 12:00:00+00";"1977-01-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;1;"f";357183;6789356;26;"Métropole"
"-1.56374939869437";"48.1237069720679";1597;"J709063002";"J7090630";"La Vilaine à Cesson-Sévigné - Pont Briant";"LIMNI";35051;"J709";"J---006A";"J7090060";"1987-09-21 17:45:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:35+00";10;3;"f";360621;6790181;26;"Métropole"
"-1.64308140415734";"48.1117190086313";1598;"J709063003";;"La Vilaine à Rennes - Plaine de Baud";"LIMNI";35238;"J709";"J---006A";"J7090060";"1982-11-04 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail";"2016-07-12 06:25:34+00";10;3;"f";354650;6789195;26;"Métropole"
"-1.67253548748613";"48.2963077490056";1599;"J710301001";"J7103010";"L'Ille à Montreuil-sur-Ille - Ecluse d'Ille";"LIMNI";35195;"J710";"J71-030A";"J7100300";"1989-03-14 16:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:35+00";10;1;"f";353675;6809803;26;"Métropole"
"-1.5749459526829";"48.2471941982851";1600;"J711401001";"J7114010";"L'Illet à Chasné-sur-Illet - Le Bas Janson";"LIMNI";35067;"J711";"J7114000";"J7114000";"1990-03-20 09:45:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;1;"f";360584;6803930;26;"Métropole"
"-1.67903918686006";"48.1230240129908";1601;"J712001001";;"Le canal d'Ille et Rance à Rennes - Ecluse de St Martin";"LIMNI";35238;"J712";"J---200G";"J7122002";"1998-04-23 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:30+00";10;;"f";352053;6790607;26;"Métropole"
"-1.67932919766598";"48.1507579750319";1602;"J712301001";"J7123010";"Le canal d'Ille et Rance [L'Ille] à Saint-Grégoire - Ecluse de St Grégoire";"LIMNI";35278;"J712";"J---200G";"J7122002";"1982-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;3;"f";352214;6793685;26;"Métropole"
"-1.70842586270058";"48.1065194586173";1603;"J720061101";;"La Vilaine à Rennes - Moulin du Comte - amont";"LIMNI";35238;"J720";"J---006A";"J7200062";;;13001000200017;"DREAL Bretagne";"HydroPortail";"2016-07-12 06:25:33+00";10;;"f";349761;6788906;26;"Métropole"
"-1.70897573896688";"48.1064974710951";1604;"J720061102";;"La Vilaine à Rennes - Moulin du Comte - aval";"LIMNI";35238;"J720";"J---006A";"J7200062";"2000-01-01 00:00:00+00";"2013-03-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail";"2016-07-12 06:25:30+00";10;;"f";349720;6788906;26;"Métropole"
"-1.77969248571959";"48.180859834016";1605;"J721401001";"J7214010";"La Flume à Pacé - Tixuë";"LIMNI";35210;"J721";"J7214000";"J7214000";"1978-02-01 12:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";344966;6797471;26;"Métropole"
"-1.77297209277455";"48.0273458027491";1606;"J722061001";;"La Vilaine à Bruz - Ecluse de Mons-amont";"LIMNI";35047;"J722";"J---006A";"J7220060";"2000-01-01 00:00:00+00";"2011-12-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail";"2016-07-12 06:25:33+00";10;;"f";344434;6780412;26;"Métropole"
"-1.772938865961";"48.0269775195437";1607;"J722061002";;"La Vilaine à Bruz - Ecluse de Mons-aval";"LIMNI";35047;"J722";"J---006A";"J7220060";"2000-01-01 00:00:00+00";"2011-12-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail";"2016-07-12 06:25:33+00";10;;"f";344434;6780371;26;"Métropole"
"-1.64023888720873";"48.0825802764975";1608;"J722401001";"J7224010";"Le Blosne à Chantepie - Le Bois Guiheux";"LIMNI";35055;"J722";"J7224000";"J7224000";"1982-11-01 12:00:00+00";"1984-06-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;1;"f";354671;6785950;26;"Métropole"
"-2.21719524804338";"48.1269236929787";1609;"J731301001";"J7313010";"Le Meu à Gaël - Le Pont Perrin";"LIMNI";35117;"J731";"J73-0300";"J7310300";"1994-08-17 12:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";312118;6793547;26;"Métropole"
"-1.99362088237461";"48.1700101313196";1610;"J734401001";"J7344010";"Le Garun à Iffendic - La Roncelinais";"LIMNI";35133;"J734";"J7344000";"J7344000";"2008-05-10 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;2;"f";329020;6797251;26;"Métropole"
"-1.94419637820597";"48.1286006414291";1611;"J735301001";"J7353010";"Le Meu à Montfort-sur-Meu - L'Abbaye";"LIMNI";35188;"J735";"J73-0300";"J7350300";"1968-09-24 09:40:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";332399;6792427;26;"Métropole"
"-2.03479077253356";"48.0474879471652";1612;"J735501001";"J7355010";"Le Serein à Treffendel - Pont D 36";"LIMNI";35340;"J735";"J7355000";"J7355000";"1968-04-01 17:00:00+00";"1989-01-13 14:15:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;2;"f";325098;6783857;26;"Métropole"
"-1.98535911481737";"48.0587728232988";1613;"J735601001";"J7356010";"[Le Careil] à Monterfil - La Violais";"LIMNI";35187;"J735";"J7356000";"J7356000";"1968-04-01 16:00:00+00";"1990-01-22 15:50:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";328853;6784875;26;"Métropole"
"-1.95062402279392";"48.0258054776611";1614;"J736421001";"J7364210";"La Chèze à Saint-Thurial";"LIMNI";35319;"J736";"J7364200";"J7364200";"1968-04-01 15:00:00+00";"1974-01-03 15:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";331206;6781056;26;"Métropole"
"-2.03953544906308";"48.0089431408116";1615;"J736422001";"J7364220";"La Chèze à Plélan-le-Grand - L'Enlevrier";"LIMNI";35223;"J736";"J7364200";"J7364200";"1989-12-27 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";324472;6779605;26;"Métropole"
"-1.85348997354512";"48.1389358810822";1616;"J737311001";"J7373110";"La Vaunoise à Saint-Gilles - Villebrioux";"LIMNI";35275;"J737";"J73-0310";"J7370310";"1971-03-11 17:00:00+00";"1990-01-22 15:20:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";339205;6793155;26;"Métropole"
"-1.85394075678086";"48.06869534492";1617;"J739301001";;"Le Meu à Bréal-sous-Montfort - Mordelles - Le Grand Pont";"LIMNI";35037;"J739";"J73-0300";"J7390300";"2008-02-22 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:33+00";10;;"f";338692;6785366;26;"Métropole"
"-1.47359805163823";"48.0094797169754";1618;"J744301001";"J7443010";"La Seiche à Amanlis - Pont D 37";"LIMNI";35002;"J744";"J74-0300";"J7440300";"1996-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2017-02-28 16:17:14+00";10;2;"f";366599;6777124;26;"Métropole"
"-1.61218133280477";"47.9983090955443";1619;"J747000101";"J7474010";"L'Ise à Bourgbarré";"LIMNI";35032;"J747";"J7474000";"J7474000";"2015-06-23 15:42:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2017-01-26 10:41:05+00";10;1;"f";356210;6776479;26;"Métropole"
"-1.72228814739316";"48.0194848083832";1620;"J748301001";"J7483010";"La Seiche à Bruz - Carcé";"LIMNI";35047;"J748";"J74-0300";"J7480300";"1967-11-01 12:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";348153;6779313;26;"Métropole"
"-1.70659321286712";"48.02326045596";1621;"J748301002";"J7483020";"La Seiche à Pont-Péan - La Planche";"LIMNI";35363;"J748";"J74-0300";"J7480300";"2015-10-23 12:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2017-02-20 16:00:41+00";10;1;"f";349346;6779662;26;"Métropole"
"-1.75506551541834";"47.9929023370765";1622;"J750061001";"J7500610";"La Vilaine à Guichen - Le Boël - aval écluse";"LIMNI";35126;"J750";"J---006A";"J7500060";"1990-03-28 18:35:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:35+00";10;2;"f";345536;6776511;26;"Métropole"
"-1.99329507190748";"47.995407558414";1623;"J751301001";"J7513010";"Le Canut [nord] à Maxent - La Botelerais";"LIMNI";35169;"J751";"J75-0300";"J7510300";"1989-12-22 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";327818;6777885;26;"Métropole"
"-1.85509232585454";"47.9627542813669";1624;"J752302001";"J7523010";"Le Canut [nord] à Lassy - Le Val";"LIMNI";35149;"J752";"J75-0300";"J7520300";"1971-03-01 12:00:00+00";"1975-02-24 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";337883;6773621;26;"Métropole"
"-1.87825482716031";"47.9578540231077";1625;"J752302002";"J7523020";"Le Canut [nord] à Lassy - Pont de Lassy";"LIMNI";35149;"J752";"J75-0300";"J7520300";"1994-08-11 12:00:00+00";"2001-09-26 06:16:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;3;"f";336124;6773184;26;"Métropole"
"-1.62983292702976";"47.8601273116784";1626;"J763301001";"J7633010";"Le Semnon à Bain-de-Bretagne - Rochereuil";"LIMNI";35012;"J763";"J76-0300";"J7630300";"1970-11-04 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;1;"f";353996;6761228;26;"Métropole"
"-1.8220648690293";"47.8224750087179";1627;"J770061001";"J7700620";"La Vilaine à Guipry - Le Port";"LIMNI";35129;"J770";"J---006A";"J7700060";"1996-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2017-03-06 15:31:38+00";10;2;"f";339392;6757912;26;"Métropole"
"-1.84260557357411";"47.7984173770642";1628;"J770061002";"J7700630";"La Vilaine à Guipry - Mâlon amont";"LIMNI";35129;"J770";"J---006A";"J7700060";"1996-04-19 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2017-03-06 15:30:04+00";10;3;"f";337694;6755338;26;"Métropole"
"-1.8423211463264";"47.7980864929739";1629;"J770061003";"J7700610";"La Vilaine à Guipry - Mâlon aval";"LIMNI";35129;"J770";"J---006A";"J7700060";"1934-12-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;2;"f";337713;6755300;26;"Métropole"
"-1.38968919398683";"47.7189116085987";1630;"J780302010";"J7803020";"La Chère à Châteaubriant [Béré]";"LIMNI";44036;"J780";"J78-0300";"J7800300";"1996-10-10 00:00:00+00";;13000610900016;"DREAL Pays de Loire";"HydroPortail/Hydro 2";"2016-07-12 06:24:56+00";10;1;"f";371052;6744537;26;"Métropole"
"-1.6898486013583";"47.7131939596896";1631;"J782401001";"J7824010";"L'Aron à Grand-Fougeray - La Bernardais";"LIMNI";35124;"J782";"J7824000";"J7824000";"1968-10-18 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";348547;6745196;26;"Métropole"
"-1.73234167889752";"47.7015623504078";1632;"J783301010";"J7833010";"La Chère à Pierric [Pont RN137] - Ancienne";"LIMNI";44123;"J783";"J78-0300";"J7830300";"1982-12-01 12:00:00+00";"1986-01-01 00:00:00+00";13000610900016;"DREAL Pays de Loire";"HydroPortail/Hydro 2";"2016-07-12 06:24:54+00";10;1;"f";345289;6744096;26;"Métropole"
"-1.70347479331848";"47.7004828678553";1633;"J783301020";"J7833020";"La Chère à Derval [Pont RN137]";"LIMNI";44051;"J783";"J78-0300";"J7830300";"1986-12-01 12:00:00+00";;13000610900016;"DREAL Pays de Loire";"HydroPortail/Hydro 2";"2016-07-12 06:24:55+00";10;1;"f";347443;6743847;26;"Métropole"
"-1.70382560295036";"47.7005228443971";1634;"J783301030";;"La Chère à Derval [Pont RN137] - Aval";"LIMNI";44051;"J783";"J78-0300";"J7830300";"1997-03-01 00:00:00+00";;13000610900016;"DREAL Pays de Loire";"Vigicrues/HydroPortail";"2016-07-12 06:25:33+00";10;;"f";347417;6743853;26;"Métropole"
"-1.85236701562671";"47.7083436430039";1635;"J790061001";"J7900610";"La Vilaine à Langon";"LIMNI";35145;"J790";"J---006A";"J7900060";"1993-01-01 00:00:00+00";"1996-12-31 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;1;"f";336350;6745394;26;"Métropole"
"-1.85204450902372";"47.7081766828283";1636;"J790061002";"J7900060";"La Vilaine à Langon - Droulin";"DEB";35145;"J790";"J---006A";"J7900060";"2006-06-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;3;"f";336373;6745374;26;"Métropole"
"-1.53887817815343";"47.616853088775";1637;"J793301010";"J7933010";"Le Don à Treffieux [Le Bourg]";"LIMNI";44208;"J793";"J79-0300";"J7930300";"2003-06-11 14:33:00+00";;13000610900016;"DREAL Pays de Loire";"HydroPortail/Hydro 2";"2016-07-12 06:24:54+00";10;1;"f";359233;6733849;26;"Métropole"
"-1.74769120692322";"47.616051901218";1638;"J795301010";"J7953010";"Le Don à Conquereuil [Juzet] - Les Rivières";"LIMNI";44044;"J796";"J79-0300";"J7960300";"2000-11-15 00:00:00+00";;13000610900016;"DREAL Pays de Loire";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";343569;6734682;26;"Métropole"
"-1.78909602424699";"47.62298004655";1639;"J795301020";"J7963010";"Le Don à Guémené-Penfao [Juzet]";"LIMNI";44067;"J796";"J79-0300";"J7960300";"1979-12-18 12:00:00+00";;13000610900016;"DREAL Pays de Loire";"HydroPortail/Hydro 2";"2016-07-12 06:24:56+00";10;1;"f";340511;6735638;26;"Métropole"
"-1.97939327775797";"47.7762193148854";1640;"J797301001";"J7973010";"Le Canut [sud] à Saint-Just - La Rivière Colombel";"LIMNI";35285;"J797";"J79-0310";"J7970310";"1968-10-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";327318;6753513;26;"Métropole"
"-1.97662708378827";"47.6787934146947";1641;"J798061001";;"La Vilaine à Avessac - Painfaut";"LIMNI";44007;"J798";"J---006A";"J7980060";"1996-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:33+00";10;;"f";326843;6742697;26;"Métropole"
"-2.96530025415037";"48.321967444987";1642;"J800231001";"J8002310";"L'Oust à Saint-Martin-des-Prés - La Ville Rouault";"LIMNI";22313;"J800";"J8--023A";"J8000230";"1978-10-28 00:00:00+00";"2007-11-06 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";258234;6819100;26;"Métropole"
"-2.96530025415037";"48.321967444987";1643;"J800231002";"J8002320";"L'Oust à Saint-Martin-des-Prés - La Ville Rouault";"LIMNI";22313;"J800";"J8--023A";"J8000230";"2007-11-06 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";258234;6819100;26;"Métropole"
"-2.90139122360719";"48.3004006476006";1644;"J800232001";;"L'Oust à Allineuc [cote barrage Bosméléac]";"LIMNI";22001;"J800";"J8--023A";"J8000230";"2005-03-09 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:30+00";10;;"f";262779;6816354;26;"Métropole"
"-2.81734844768181";"48.1586983542467";1645;"J802231001";"J8022310";"L'Oust à Hémonstoir - Tenoquevel";"LIMNI";22075;"J802";"J8--023A";"J8020230";"1978-10-18 12:00:00+00";"1995-05-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";267835;6800186;26;"Métropole"
"-2.81677577794835";"48.1585191112912";1646;"J802231002";"J8022320";"L'Oust à Hémonstoir - Pont D 69";"DEB";22075;"J802";"J8--023A";"J8020230";"1998-01-01 00:00:00+00";"2009-03-18 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:26+00";10;2;"f";267876;6800163;26;"Métropole"
"-2.81677577794835";"48.1585191112912";1647;"J802231003";"J8022330";"L'Oust à Hémonstoir - Pont D 69";"LIMNI";22075;"J802";"J8--023A";"J8020230";"2008-03-18 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";267876;6800163;26;"Métropole"
"-2.76915390503888";"48.0875804657103";1648;"J804231001";;"L'Oust à Rohan - Saint Samson";"LIMNI";56198;"J804";"J8--023A";"J8040230";"2004-01-01 00:00:00+00";"2012-09-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail";"2016-07-12 06:25:33+00";10;;"f";270832;6792041;26;"Métropole"
"-2.62211491740187";"48.2019862172355";1649;"J813301001";"J8133010";"Le Lié à la Prénessaye - Saint Sauveur le Haut";"LIMNI";22255;"J813";"J81-0300";"J8130300";"1982-01-28 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:30+00";10;1;"f";282656;6803934;26;"Métropole"
"-2.6528242721099";"48.1136430373589";1650;"J814301001";"J8143010";"Le Lié à Plumieux - Pont de la Fosse";"LIMNI";22241;"J814";"J81-0300";"J8140300";"1968-09-06 11:30:00+00";"1983-01-01 06:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:30+00";10;2;"f";279678;6794304;26;"Métropole"
"-2.64054456973879";"47.9835869377788";1651;"J820231001";"J8202310";"Le canal de Nantes à Brest [L'Oust] à Pleugriffet - La Tertraie";"LIMNI";56160;"J820";"----100G";"J820100G";"1984-11-07 12:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-11-28 16:03:58+00";10;1;"f";279558;6779823;26;"Métropole"
"-2.65278856831172";"47.9988231563516";1652;"J820231002";"J8202320";"Le canal de Nantes à Brest [L'Oust] à Pleugriffet - Ecluse de Cadoret";"LIMNI";56160;"J820";"----100G";"J820100G";"1999-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-11-28 16:01:35+00";10;2;"f";278768;6781577;26;"Métropole"
"-2.54524425461697";"47.9502628006545";1653;"J820234001";;"L'Oust à Josselin - Ecluse de Josselin - amont";"LIMNI";56091;"J820";"J8--023A";"J8200230";"2004-01-16 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-11-28 16:13:40+00";10;2;"f";286390;6775626;26;"Métropole"
"-2.46178249790399";"47.938119580211";1654;"J833301001";"J8333010";"Le Ninian à Taupont - Pont D 724";"LIMNI";56249;"J833";"J83-0300";"J8330300";"1968-09-24 12:00:00+00";"1977-02-13 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";292512;6773846;26;"Métropole"
"-2.36867847177468";"47.994625119375";1655;"J836311001";"J8363110";"L'Yvel à Loyat - Pont D 129";"LIMNI";56122;"J836";"J83-031A";"J8360310";"1967-12-18 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";299874;6779634;26;"Métropole"
"-2.43267459159594";"47.9160979807527";1656;"J837301001";;"Le Ninian à Ploërmel - Bezon - échelle crue";"LIMNI";56165;"J837";"J83-0300";"J8370300";"2005-01-14 00:00:00+00";"2013-10-02 04:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail";"2016-07-12 06:25:33+00";10;;"f";294512;6771255;26;"Métropole"
"-2.43169148117364";"47.9147542980161";1657;"J837301002";"J8373020";"Le Ninian à Ploërmel - Bezon - débit";"DEB";56165;"J837";"J83-0300";"J8370300";"2009-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:27+00";10;;"f";294575;6771101;26;"Métropole"
"-2.43126517467335";"47.9134750306464";1658;"J837301003";"J8373030";"Le Ninian à Ploërmel - Aval Bezon";"LIMNI";56165;"J837";"J83-0300";"J8370300";"2012-11-11 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:28+00";10;2;"f";294597;6770957;26;"Métropole"
"-2.38282422753519";"47.8119872467679";1659;"J840231001";;"Le canal de Nantes à Brest [L'Oust] à Malestroit - Ecluse de Malestroit - aval";"LIMNI";56124;"J840";"----100G";"J840100G";"2004-01-16 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:33+00";10;;"f";297439;6759459;26;"Métropole"
"-2.71645677289779";"47.8293802136199";1660;"J843301001";"J8433010";"La Claie à Saint-Jean-Brévelay - Moulin de la Forêt";"LIMNI";56222;"J843";"J84-0300";"J8430300";"1968-01-05 14:15:00+00";"1973-11-28 14:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";272670;6763140;26;"Métropole"
"-2.70265681958378";"47.8259114894356";1661;"J843301002";"J8433020";"La Claie à Saint-Jean-Brévelay - Ker Hervy";"LIMNI";56222;"J843";"J84-0300";"J8430300";"1973-11-28 14:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-11-28 16:10:03+00";10;1;"f";273672;6762681;26;"Métropole"
"-2.42377989162905";"47.786956381845";1662;"J844301001";"J8443010";"La Claie à Saint-Marcel - Route de Bohal";"LIMNI";56228;"J844";"J84-0300";"J8440300";"2005-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:30+00";10;1;"f";294190;6756894;26;"Métropole"
"-2.25724291049536";"47.7393808452293";1663;"J850231001";;"Le canal de Nantes à Brest [L'Oust] à Saint-Gravé - Ecluse Le Guelin - amont NGF";"LIMNI";56218;"J850";"----100G";"J850100G";"1996-01-01 00:00:00+00";"2016-11-07 13:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail";"2016-12-16 10:29:27+00";10;2;"f";306280;6750777;26;"Métropole"
"-2.25696155246931";"47.7391048444652";1664;"J850231002";"J8502310";"Le canal de Nantes à Brest [L'Oust] à Saint-Gravé - Ecluse Le Guelin - aval";"LIMNI";56218;"J850";"----100G";"J850100G";"1957-12-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";306299;6750745;26;"Métropole"
"-2.25696155246931";"47.7391048444652";1665;"J850231003";;"Le canal de Nantes à Brest [L'Oust] à Saint-Gravé - Ecluse Le Guelin - amont";"LIMNI";56218;"J850";"----100G";"J850100G";"2016-11-07 14:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-12-15 16:28:26+00";10;0;"f";306299;6750745;26;"Métropole"
"-2.14299339886812";"47.9823296741708";1666;"J860241001";"J8602410";"L'Aff à Paimpont - Pont du Secret";"LIMNI";35211;"J860";"J8--0240";"J8600240";"1968-09-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";316581;6777151;26;"Métropole"
