"X";"Y";"gid";"CdStationHydro";"CdStationHydroAncienRef";"LbStationHydro";"TypStationHydro";"CdCommune";"CdZoneHydro";"CdEntiteHydrographique";"CdTronconHydrographique";"DtMiseServiceStationHydro";"DtFermetureStationHydro";"CdIntervenant";"NomIntervenant";"LbAffichageStationHydro";"DtMAJStationHydro";"DroitPublicationStationHydro";"InfluLocaleStationHydro";"EssaiStationHydro";"CoordXStationHydro";"CoordYStationHydro";"ProjCoordStationHydro";"LbTerritoire"
"-4.22951299421156";"47.8795342127487";1513;"J412441003";"J4124440";"Le Pont l'Abbé à Tréméoc - Pen Enez";"DEB";29296;"J412";"J4124000";"J4124000";"2012-08-21 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:32+00";10;3;"f";160355;6777959;26;"Métropole"
"-4.24149400773095";"47.9082112149907";1514;"J412442001";"J4124420";"Le Pont l'Abbé à Plonéour-Lanvern - Tremillec";"LIMNI";29174;"J412";"J4124000";"J4124000";"1984-01-07 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:00+00";10;1;"f";159755;6781214;26;"Métropole"
"-4.27005559038714";"47.9362845181509";1515;"J412571001";"J4125710";"[Le Troyon] à Peumérit";"LIMNI";29159;"J412";"J4125700";"J4125700";"1971-04-26 00:00:00+00";"1973-01-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:32+00";10;1;"f";157917;6784516;26;"Métropole"
"-4.25002940186552";"47.9084061421607";1516;"J412572001";"J4125720";"[Le Troyon] à Plonéour-Lanvern - Ty Poes";"LIMNI";29174;"J412";"J4125700";"J4125700";"1984-06-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:18+00";10;1;"f";159122;6781294;26;"Métropole"
"-3.97821235271446";"48.0365073469342";1517;"J420192001";;"L'Odet à Ergué-Gabéric - Kersaviou";"LIMNI";29051;"J420";"J4--0190";"J4200190";"1991-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:32+00";10;;"f";180603;6793646;26;"Métropole"
"-4.06384820854116";"48.0062962730479";1518;"J421191001";"J4211910";"L'Odet à Ergué-Gabéric - Treodet";"LIMNI";29051;"J421";"J4--0190";"J4210190";"1953-12-01 12:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:35+00";10;1;"f";173946;6790869;26;"Métropole"
"-3.98712135505474";"48.1029379709002";1519;"J421451001";"J4214510";"Le Langelin à Briec - Pont D 72";"LIMNI";29020;"J421";"J4214500";"J4214500";"1966-11-01 12:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:32+00";10;1;"f";180594;6801058;26;"Métropole"
"-4.01469536949025";"47.9889705520952";1520;"J422401001";"J4224010";"Le Jet à Ergué-Gabéric - Kerjean";"LIMNI";29051;"J422";"J422400A";"J4224000";"1966-06-01 12:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:20+00";10;1;"f";177426;6788625;26;"Métropole"
"-3.96815131492848";"47.9832157635329";1521;"J422402001";;"Le Jet à Ergué-Gabéric - Meil-Jet";"LIMNI";29051;"J422";"J422400A";"J4224000";;;13001000200017;"DREAL Bretagne";"HydroPortail";"2016-07-12 06:24:51+00";10;;"f";180828;6787681;26;"Métropole"
"-4.07946613495354";"47.9942325513302";1522;"J423191001";"J4231910";"L'Odet à Quimper - Kervir";"LIMNI";29232;"J423";"J4--0190";"J4230190";"1991-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:32+00";10;1;"f";172666;6789638;26;"Métropole"
"-4.14711327263341";"48.0277027464754";1523;"J431301001";"J4313010";"Le Steïr à Guengat - Ty Planche Ancienne";"LIMNI";29066;"J431";"J43-0300";"J4310300";"1975-11-01 12:00:00+00";"2016-05-13 12:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-12-15 16:56:10+00";10;1;"f";167977;6793796;26;"Métropole"
"-4.14711327263341";"48.0277027464754";1524;"J431301002";;"Le Steïr à Guengat - Ty Planche";"LIMNI";29066;"J431";"J43-0300";"J4310300";"2016-05-13 12:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-12-15 16:38:05+00";10;0;"f";167977;6793796;26;"Métropole"
"-4.11068555991783";"48.0570934658003";1525;"J431302001";;"Le Steïr à Quimper - Steïr Hoat";"LIMNI";29232;"J431";"J43-0300";"J4310300";"2000-01-01 00:00:00+00";"2012-09-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail";"2016-07-12 06:25:30+00";10;;"f";170975;6796804;26;"Métropole"
"-4.11444948238609";"48.0030134677049";1526;"J431303001";;"Le Steïr à Quimper - Moulin Vert";"LIMNI";29232;"J431";"J43-0300";"J4310300";"1991-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:32+00";10;;"f";170155;6790844;26;"Métropole"
"-4.10365804327285";"47.9715091398313";1527;"J440191001";;"L'Odet à Quimper - Corniguel";"LIMNI";29232;"J440";"J4--0190";"J4400190";"2000-01-01 00:00:00+00";"2013-03-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail";"2016-07-12 06:24:47+00";10;;"f";170642;6787285;26;"Métropole"
"-4.10833144311025";"47.9921618978888";1528;"J440191002";;"L'Odet à Quimper - Palais de justice";"LIMNI";29232;"J440";"J4--0190";"J4400190";"2012-08-26 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:32+00";10;;"f";170501;6789602;26;"Métropole"
"-4.11601079508862";"47.8809133890516";1529;"J442191001";;"L'Odet à Bénodet - Port de plaisance";"LIMNI";29006;"J442";"J4--0190";"J4420190";"1996-10-29 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:30+00";10;;"f";168818;6777342;26;"Métropole"
"-3.8752806145996";"47.8837778519466";1530;"J451401001";"J4514010";"Le Moros à Concarneau - Pont D 22";"LIMNI";29039;"J451";"J4514000";"J4514000";"1966-06-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:32+00";10;1;"f";186769;6776067;26;"Métropole"
"-3.88448218570099";"47.9003295536887";1531;"J451541001";"J4515410";"L'Hôpital [Le Styval] à Concarneau - Pont Douar";"LIMNI";29039;"J451";"J4515400";"J4515400";"1966-10-01 12:00:00+00";"1977-03-02 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:32+00";10;1;"f";186244;6777959;26;"Métropole"
"-3.87824260628905";"47.8892139974529";1532;"J451542001";"J4515420";"L'Hôpital [Le Styval] à Concarneau - Moulin de la Haie";"LIMNI";29039;"J451";"J4515400";"J4515400";"1991-12-23 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:32+00";10;1;"f";186601;6776688;26;"Métropole"
"-3.75172300825606";"47.9076231161815";1533;"J461401001";"J4614010";"Le Stêr Goz à Bannalec - Pont Meya";"LIMNI";29004;"J461";"J461400A";"J4614000";"1966-06-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:32+00";10;1;"f";196196;6777911;26;"Métropole"
"-3.7394748264747";"47.8603560695391";1534;"J462301001";"J4623010";"L'Aven à Pont-Aven - Bois d'Amour";"LIMNI";29217;"J462";"J46-0300";"J4620300";"1966-09-01 12:00:00+00";"1994-07-13 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:32+00";10;2;"f";196660;6772600;26;"Métropole"
"-3.73424504667529";"47.885117450938";1535;"J462302001";"J4623020";"L'Aven à Pont-Aven - Voie express";"LIMNI";29217;"J462";"J46-0300";"J4620300";"1992-04-15 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:32+00";10;1;"f";197284;6775308;26;"Métropole"
"-3.47624517385447";"48.0391471050271";1536;"J471201001";"J4712010";"L'Ellé au Faouët - Grand Pont";"LIMNI";56057;"J471";"J4--0200";"J4710200";"1967-04-01 00:00:00+00";"1991-09-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:32+00";10;2;"f";217902;6790755;26;"Métropole"
"-3.47607370150102";"48.0390662653524";1537;"J471201002";"J4712020";"L'Ellé au Faouët - Grand Pont";"LIMNI";56057;"J471";"J4--0200";"J4710200";"1991-09-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:32+00";10;2;"f";217914;6790745;26;"Métropole"
"-3.55605926069961";"48.0480299395261";1538;"J473401001";"J4734010";"L'Inam au Faouët - Pont Priant";"LIMNI";56057;"J473";"J4734000";"J4734000";"1978-07-12 17:30:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:31+00";10;1;"f";212056;6792229;26;"Métropole"
"-3.4689402951682";"47.9042598571907";1539;"J474201001";"J4742020";"L'Ellé à Arzano - Ty Nadan - aval pont";"LIMNI";29002;"J474";"J4--0200";"J4740200";"1969-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-11-28 16:14:08+00";10;1;"f";217218;6775772;26;"Métropole"
"-3.46921803681032";"47.9043348221193";1540;"J474201002";"J4742010";"L'Ellé à Arzano - Ty Nadan - amont pont";"LIMNI";29002;"J474";"J4--0200";"J4740200";"2009-09-10 10:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-10-28 13:33:13+00";10;1;"f";217198;6775782;26;"Métropole"
"-3.4936905173332";"47.9851083468199";1541;"J474201501";"J4742015";"L'Ellé à Lanvénégen - Loge-Coucou";"LIMNI";56105;"J474";"J4--0200";"J4740200";"1994-10-27 18:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:32+00";10;1;"f";216113;6784877;26;"Métropole"
"-3.53945326216521";"47.8764592680848";1542;"J474202001";"J4742020";"L'Ellé à Quimperlé - Moulin des Goreds";"LIMNI";29233;"J474";"J4--0200";"J4740200";"2000-01-01 00:00:00+00";"2008-09-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:30+00";10;;"f";211712;6773127;26;"Métropole"
"-3.67115837448551";"47.9879048230608";1543;"J480301001";"J4803010";"L'Isole à Scaër - Stang Boudilin";"LIMNI";29274;"J480";"J48-0300";"J4800300";"1978-12-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:35+00";10;1;"f";202946;6786289;26;"Métropole"
"-3.54606577606786";"47.8756563295259";1544;"J481301001";"J4813010";"L'Isole à Quimperlé - Place des Anciennes Fonderies";"LIMNI";29233;"J481";"J48-0300";"J4810300";"1958-12-01 12:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;2;"f";211212;6773079;26;"Métropole"
"-3.5451276945382";"47.8709946835721";1545;"J490201001";;"L'Ellé [La Laïta] à Quimperlé - Place Charles-de-Gaulle [ancienne station]";"LIMNI";29233;"J490";"J4--0200";"J4900200";"1970-01-01 00:00:00+00";"2000-01-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail";"2016-07-12 06:25:34+00";10;1;"f";211239;6772557;26;"Métropole"
"-3.54515989183684";"47.871038037887";1546;"J490201002";"J4902012";"L'Ellé [La Laïta] à Quimperlé - Place Charles-de-Gaulle";"LIMNI";29233;"J490";"J4--0200";"J4900200";"1992-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2017-01-23 09:32:11+00";10;3;"f";211237;6772562;26;"Métropole"
"-3.53185244136964";"47.7713207988454";1547;"J490202001";"J4902020";"L'Ellé [La Laïta] à Clohars-Carnoët - Le Pouldu";"LIMNI";29031;"J490";"J4--0200";"J4900200";"1997-10-20 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2017-01-23 09:05:23+00";10;3;"f";211313;6761438;26;"Métropole"
"-3.55710498248192";"47.8377225421212";1548;"J490511001";"J4905120";"Le Frout à Quimperlé - Chemin de Guerniguy";"LIMNI";29233;"J490";"J4905100";"J4905100";"1973-07-01 12:00:00+00";"1980-01-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:30+00";10;1;"f";210040;6768947;26;"Métropole"
"-3.41910193880901";"47.9056733637237";1549;"J510221001";"J5102210";"Le Scorff à Plouay - Pont Kerlo";"LIMNI";56166;"J510";"J5--0220";"J5100220";"1955-12-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:31+00";10;1;"f";220942;6775625;26;"Métropole"
"-3.25083445995";"48.3915188531452";1550;"J520211001";"J5202110";"Le Blavet à Kerien - Kerlouët";"LIMNI";22088;"J520";"J5--021A";"J5200210";"1980-10-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:24:58+00";10;1;"f";237743;6828442;26;"Métropole"
"-3.24429223289087";"48.3874421231992";1551;"J520521001";"J5205210";"Le Moulin de l'Estolet à Kerien - Moulin de Camel";"LIMNI";22088;"J520";"J5205200";"J5205200";"2000-03-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:22+00";10;2;"f";238190;6827952;26;"Métropole"
"-3.23406548821043";"48.3241565302511";1552;"J521211001";"J5212110";"Le Blavet à Plounévez-Quintin - Porsporel";"LIMNI";22229;"J521";"J5--021A";"J5210210";"1963-12-01 12:00:00+00";"1992-01-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";238390;6820880;26;"Métropole"
"-3.24855374554164";"48.3423172829224";1553;"J521212001";"J5212120";"Le Blavet à Lanrivain [aval retenue Kerné-Uhel] - Pont D 87";"LIMNI";22115;"J521";"J5--021A";"J5210210";"1993-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;3;"f";237479;6822977;26;"Métropole"
"-3.17776969564276";"48.2271158483151";1554;"J522211001";"J5222110";"Le Blavet à Gouarec - Pont N 164";"LIMNI";22064;"J522";"J5--021A";"J5220210";"1965-01-01 12:00:00+00";"1986-01-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";241707;6809800;26;"Métropole"
"-3.15262160459717";"48.2559207093215";1555;"J522401001";"J5224010";"Le Sulon à Sainte-Tréphine - Trozulon";"DEB";22331;"J522";"J5224000";"J5224000";"1999-03-26 00:00:00+00";"2012-04-30 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;2;"f";243818;6812846;26;"Métropole"
"-3.15262160459717";"48.2559207093215";1556;"J522401002";"J5224020";"Le Sulon à Sainte-Tréphine - Trozulon";"LIMNI";22331;"J522";"J5224000";"J5224000";"2015-07-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;2;"f";243818;6812846;26;"Métropole"
"-3.38273748397914";"48.2214078098913";1557;"J530451001";"J5304510";"Le Kerjean à Glomel [aval retenue du Coronc] - Le Coronc Izellan";"LIMNI";22061;"J530";"J5304500";"J5304500";"1999-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;3;"f";226483;6810377;26;"Métropole"
"-3.1591770836329";"48.2142436018401";1558;"J540211001";"J5402110";"Le Blavet à Laniscat - St Hervé";"DEB";22107;"J540";"J5--021A";"J5400210";"1998-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;2;"f";242972;6808266;26;"Métropole"
"-3.13068876722953";"48.2126597775258";1559;"J540212001";"J5402120";"Le Blavet à Plélauff - Bon-Repos";"LIMNI";22181;"J540";"J5--021A";"J5400210";"2003-11-18 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:16+00";10;1;"f";245068;6807926;26;"Métropole"
"-3.01781018466356";"48.194831433641";1560;"J541211001";"J5412110";"Le Blavet à Mûr-de-Bretagne - Guerlédan";"LIMNI";22158;"J541";"J5--021A";"J5410210";"1931-01-01 12:00:00+00";;55208131766522;"EDF";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";253277;6805306;26;"Métropole"
"-3.01246795660154";"48.1758104097189";1561;"J541212001";"J5412120";"Le Blavet à Saint-Aignan [aval barrage Guerlédan] - Le Touldren";"LIMNI";56203;"J541";"J5--021A";"J5410210";"1998-03-26 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2017-01-23 09:54:17+00";10;3;"f";253512;6803168;26;"Métropole"
"-3.00468737511284";"48.1432777007292";1562;"J543211001";"J5432110";"Le Blavet à Neulliac - Le Stumo";"LIMNI";56146;"J543";"J5--021A";"J5430210";"2015-07-03 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-12-16 11:03:22+00";10;3;"f";253814;6799519;26;"Métropole"
"-3.00058524418948";"48.1132640928807";1563;"J543211002";"J5432120";"Le Blavet à Neulliac - Le Porzo";"LIMNI";56146;"J543";"J5--021A";"J5430210";"1988-12-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:35+00";10;3;"f";253865;6796170;26;"Métropole"
"-2.96746458786723";"48.0583473414453";1564;"J550211001";;"Le Blavet à Pontivy - Equipement";"LIMNI";56178;"J550";"J5--021A";"J5500210";"1998-03-26 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:33+00";10;3;"f";255862;6789898;26;"Métropole"
"-3.07731051321623";"47.9559902284888";1565;"J552401001";;"La Sarre à Melrand - Kerduic";"LIMNI";56128;"J552";"J5524000";"J5524000";"2005-08-02 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:33+00";10;1;"f";246828;6779181;26;"Métropole"
"-3.10070674716896";"47.9663836794092";1566;"J552401002";"J5524010";"La Sarre à Melrand - Pont Neuf";"LIMNI";56128;"J552";"J5524000";"J5524000";"2010-12-16 11:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";245176;6780467;26;"Métropole"
"-2.81293128508595";"47.9776774479796";1567;"J560681001";"J5606810";"Le Coëtdan à Guénin - Stimoës";"LIMNI";56074;"J560";"J5606800";"J5606800";"1970-11-01 12:00:00+00";"1988-01-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";266683;6780100;26;"Métropole"
"-2.97464999135205";"47.9010549513825";1568;"J561301001";"J5613010";"L'Evel à Guénin - Er Marreü";"LIMNI";56074;"J561";"J56-0300";"J5610300";"1963-11-01 12:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-11-28 16:05:46+00";10;1;"f";254007;6772510;26;"Métropole"
"-2.95279239619168";"47.9374375701264";1569;"J561831001";"J5618310";"Le Frémeur à Guénin - Coëtcon";"LIMNI";56074;"J561";"J5618300";"J5618300";"1997-09-11 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-11-28 16:06:53+00";10;1;"f";255940;6776418;26;"Métropole"
"-2.95336419409807";"47.9381034797866";1570;"J561832001";"J5618320";"Le Frémeur à Pluméliau - Kervilio";"LIMNI";56173;"J561";"J5618300";"J5618300";"1997-10-17 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";255903;6776495;26;"Métropole"
"-3.20076389537458";"47.9055032573169";1571;"J570481001";"J5704810";"Le Moulin de Tallené [Le Sebrevet] à Quistinic - Pont er Garrec";"LIMNI";56188;"J570";"J5704800";"J5704800";"1963-12-01 12:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";237201;6774304;26;"Métropole"
"-3.21925321862937";"47.8302516202121";1572;"J571211001";"J5712130";"Le Blavet à Languidic - Quellenec";"LIMNI";56101;"J571";"J5--021A";"J5710210";"1982-12-01 12:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;3;"f";235166;6766077;26;"Métropole"
"-3.19935398995232";"47.8652247103983";1573;"J571211002";"J5712140";"Le Blavet à Inzinzac-Lochrist - Pont neuf";"DEB";56090;"J571";"J5--021A";"J5710210";"2012-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;3;"f";236955;6769834;26;"Métropole"
"-3.24838874127806";"47.8261625701736";1574;"J571211003";;"Le Blavet à Inzinzac-Lochrist - Lochrist";"LIMNI";56090;"J571";"J5--021A";"J5710210";"1999-02-03 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:33+00";10;3;"f";232957;6765796;26;"Métropole"
"-2.98882884925974";"47.7223371255704";1575;"J621301001";"J6213020";"L'Auray [Le Loch] à Brech";"LIMNI";56023;"J621";"J62-0300";"J6210300";"1958-12-01 12:00:00+00";"2003-06-03 03:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;1;"f";251446;6752790;26;"Métropole"
"-2.98882884925974";"47.7223371255704";1576;"J621301002";"J6213010";"L'Auray [Le Loch] à Brech - Er Loch";"LIMNI";56023;"J621";"J62-0300";"J6210300";"2003-06-03 03:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";251446;6752790;26;"Métropole"
"-2.79203537295863";"47.7043286055227";1577;"J640711001";"J6407110";"Le Meucon [Le Rohan] à Saint-Avé - Guern";"LIMNI";56206;"J640";"J6407100";"J6407100";"1970-06-01 12:00:00+00";"1989-01-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;2;"f";266012;6749695;26;"Métropole"
"-2.77054895687062";"47.6678310100207";1578;"J640712001";"J6407120";"Le Meucon [Le Rohan] à Vannes - Menimur";"LIMNI";56260;"J640";"J6407100";"J6407100";"1970-07-01 12:00:00+00";"1989-01-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;2;"f";267323;6745533;26;"Métropole"
"-2.49001900002877";"47.6479528692316";1579;"J660681001";"J6606810";"Le Kervily à Questembert - Pont Neuf";"LIMNI";56184;"J660";"J6606800";"J6606800";"1965-04-22 12:00:00+00";"1973-01-27 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";288169;6741830;26;"Métropole"
"-1.05840644862824";"48.1865507535999";1580;"J700061001";"J7000610";"La Vilaine à Bourgon - Pont D 106";"LIMNI";53040;"J700";"J---006A";"J7000060";"1989-04-20 12:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;1;"f";398524;6795104;26;"Métropole"
"-1.22267381580663";"48.1227627097354";1581;"J701061001";"J7010610";"La Vilaine à Vitré - Bas Pont";"LIMNI";35360;"J701";"J---006A";"J7010060";"1969-01-21 16:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:03+00";10;3;"f";385954;6788665;26;"Métropole"
"-1.10964084016022";"48.1449514687802";1582;"J701062001";"J7010620";"La Vilaine à Saint-M'Hervé";"LIMNI";35300;"J701";"J---006A";"J7010060";"1970-11-20 17:00:00+00";"1982-10-16 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;1;"f";394481;6790684;26;"Métropole"
"-1.14583869648739";"48.1431613012978";1583;"J701063001";"J7010630";"La Vilaine à Erbrée [aval barrage Vilaine] - Rideux";"LIMNI";35105;"J701";"J---006A";"J7010060";"1990-08-27 14:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;3;"f";391782;6790626;26;"Métropole"
"-1.1277636419776";"48.1458230186709";1584;"J701064001";;"La Vilaine à la Chapelle-Erbrée [cote barrage Vilaine]";"LIMNI";35061;"J701";"J---006A";"J7010060";"1995-03-02 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:34+00";10;;"f";393140;6790851;26;"Métropole"
"-1.1265349071041";"48.1089133115582";1585;"J702401001";"J7024010";"La Valière à Erbrée - Les Ravenières";"LIMNI";35105;"J702";"J7024000";"J7024000";"1979-09-19 20:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:35+00";10;1;"f";393017;6786750;26;"Métropole"
"-1.16576300359432";"48.0767596023394";1586;"J702402001";"J7024020";"La Valière à Vitré [aval barrage Valière] - Le Château des Rochers";"LIMNI";35360;"J702";"J7024000";"J7024000";"1979-10-19 16:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;3;"f";389913;6783335;26;"Métropole"
"-1.16428657284581";"48.08293943731";1587;"J702403001";;"La Valière à Erbrée [cote barrage Valière]";"LIMNI";35105;"J702";"J7024000";"J7024000";"1995-02-28 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:34+00";10;;"f";390059;6784015;26;"Métropole"
"-1.2020171607655";"48.0828694259023";1588;"J702404001";;"La Valière à Vitré - Pont d'Etrelles";"LIMNI";35360;"J702";"J7024000";"J7024000";"2005-02-10 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:34+00";10;;"f";387253;6784156;26;"Métropole"
"-1.22497096866108";"48.1627530053586";1589;"J704301001";"J7043010";"La Cantache à Taillis - La Basse Molière";"LIMNI";35330;"J704";"J70-0300";"J7040300";"2011-03-07 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;2;"f";386021;6793112;26;"Métropole"
